ID Race,Race,ID Year,Year,Household Income by Race,Household Income by Race Moe,Geography,ID Geography,Slug Geography
0,"Total",2019,"2019",58490,3688.0000000000005,"Alamance County, NC","05000US37001","alamance-county-nc"
0,"Total",2019,"2019",63668,3211,"Brunswick County, NC","05000US37019","brunswick-county-nc"
0,"Total",2019,"2019",54970,3585.9999999999995,"Buncombe County, NC","05000US37021","buncombe-county-nc"
0,"Total",2019,"2019",47361,4705,"Burke County, NC","05000US37023","burke-county-nc"
0,"Total",2019,"2019",72333,4891,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
0,"Total",2019,"2019",48737,3982.0000000000005,"Caldwell County, NC","05000US37027","caldwell-county-nc"
0,"Total",2019,"2019",60186,3916.0000000000005,"Carteret County, NC","05000US37031","carteret-county-nc"
0,"Total",2019,"2019",52436,3853.9999999999995,"Catawba County, NC","05000US37035","catawba-county-nc"
0,"Total",2019,"2019",66857,5884,"Chatham County, NC","05000US37037","chatham-county-nc"
0,"Total",2019,"2019",44987,3403,"Cleveland County, NC","05000US37045","cleveland-county-nc"
0,"Total",2019,"2019",52832,6314,"Craven County, NC","05000US37049","craven-county-nc"
0,"Total",2019,"2019",46292,1706.9999999999998,"Cumberland County, NC","05000US37051","cumberland-county-nc"
0,"Total",2019,"2019",53473,5916,"Davidson County, NC","05000US37057","davidson-county-nc"
0,"Total",2019,"2019",65317,3614,"Durham County, NC","05000US37063","durham-county-nc"
0,"Total",2019,"2019",52017,2610,"Forsyth County, NC","05000US37067","forsyth-county-nc"
0,"Total",2019,"2019",57099,8108.999999999999,"Franklin County, NC","05000US37069","franklin-county-nc"
0,"Total",2019,"2019",56595,2954,"Gaston County, NC","05000US37071","gaston-county-nc"
0,"Total",2019,"2019",55328,2852,"Guilford County, NC","05000US37081","guilford-county-nc"
0,"Total",2019,"2019",55753,5212,"Harnett County, NC","05000US37085","harnett-county-nc"
0,"Total",2019,"2019",62131,2936,"Henderson County, NC","05000US37089","henderson-county-nc"
0,"Total",2019,"2019",68660,4069,"Iredell County, NC","05000US37097","iredell-county-nc"
0,"Total",2019,"2019",60951,6167,"Johnston County, NC","05000US37101","johnston-county-nc"
0,"Total",2019,"2019",71514,4430,"Lincoln County, NC","05000US37109","lincoln-county-nc"
0,"Total",2019,"2019",69072,2224,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
0,"Total",2019,"2019",62469,6066,"Moore County, NC","05000US37125","moore-county-nc"
0,"Total",2019,"2019",50656,3266,"Nash County, NC","05000US37127","nash-county-nc"
0,"Total",2019,"2019",56382,3227,"New Hanover County, NC","05000US37129","new-hanover-county-nc"
0,"Total",2019,"2019",49544,4326,"Onslow County, NC","05000US37133","onslow-county-nc"
0,"Total",2019,"2019",74299,5419,"Orange County, NC","05000US37135","orange-county-nc"
0,"Total",2019,"2019",53401,3100,"Pitt County, NC","05000US37147","pitt-county-nc"
0,"Total",2019,"2019",49742,2544,"Randolph County, NC","05000US37151","randolph-county-nc"
0,"Total",2019,"2019",35035,3180,"Robeson County, NC","05000US37155","robeson-county-nc"
0,"Total",2019,"2019",43230,3585.9999999999995,"Rockingham County, NC","05000US37157","rockingham-county-nc"
0,"Total",2019,"2019",51927,3441,"Rowan County, NC","05000US37159","rowan-county-nc"
0,"Total",2019,"2019",44361,3283,"Rutherford County, NC","05000US37161","rutherford-county-nc"
0,"Total",2019,"2019",49250,4722,"Surry County, NC","05000US37171","surry-county-nc"
0,"Total",2019,"2019",85985,5134,"Union County, NC","05000US37179","union-county-nc"
0,"Total",2019,"2019",84215,2081,"Wake County, NC","05000US37183","wake-county-nc"
0,"Total",2019,"2019",44596,3413.9999999999995,"Wayne County, NC","05000US37191","wayne-county-nc"
0,"Total",2019,"2019",43290,5319,"Wilkes County, NC","05000US37193","wilkes-county-nc"
0,"Total",2019,"2019",38830,4122,"Wilson County, NC","05000US37195","wilson-county-nc"
1,"White",2019,"2019",65033,4275,"Alamance County, NC","05000US37001","alamance-county-nc"
1,"White",2019,"2019",63818,3353,"Brunswick County, NC","05000US37019","brunswick-county-nc"
1,"White",2019,"2019",57917,4484,"Buncombe County, NC","05000US37021","buncombe-county-nc"
1,"White",2019,"2019",50933,3886.0000000000005,"Burke County, NC","05000US37023","burke-county-nc"
1,"White",2019,"2019",76510,7310,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
1,"White",2019,"2019",49450,4484,"Caldwell County, NC","05000US37027","caldwell-county-nc"
1,"White",2019,"2019",61813,3742.9999999999995,"Carteret County, NC","05000US37031","carteret-county-nc"
1,"White",2019,"2019",54193,4351,"Catawba County, NC","05000US37035","catawba-county-nc"
1,"White",2019,"2019",81225,14383.999999999998,"Chatham County, NC","05000US37037","chatham-county-nc"
1,"White",2019,"2019",47297,5596,"Cleveland County, NC","05000US37045","cleveland-county-nc"
1,"White",2019,"2019",58564,6255,"Craven County, NC","05000US37049","craven-county-nc"
1,"White",2019,"2019",52452,3076,"Cumberland County, NC","05000US37051","cumberland-county-nc"
1,"White",2019,"2019",56485,5028,"Davidson County, NC","05000US37057","davidson-county-nc"
1,"White",2019,"2019",76350,2407,"Durham County, NC","05000US37063","durham-county-nc"
1,"White",2019,"2019",64737,3276,"Forsyth County, NC","05000US37067","forsyth-county-nc"
1,"White",2019,"2019",68612,11248,"Franklin County, NC","05000US37069","franklin-county-nc"
1,"White",2019,"2019",60815,2516,"Gaston County, NC","05000US37071","gaston-county-nc"
1,"White",2019,"2019",67259,4091.9999999999995,"Guilford County, NC","05000US37081","guilford-county-nc"
1,"White",2019,"2019",62267,4231,"Harnett County, NC","05000US37085","harnett-county-nc"
1,"White",2019,"2019",62329,3255,"Henderson County, NC","05000US37089","henderson-county-nc"
1,"White",2019,"2019",71570,4203,"Iredell County, NC","05000US37097","iredell-county-nc"
1,"White",2019,"2019",68346,7377,"Johnston County, NC","05000US37101","johnston-county-nc"
1,"White",2019,"2019",72581,2948,"Lincoln County, NC","05000US37109","lincoln-county-nc"
1,"White",2019,"2019",87315,3329,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
1,"White",2019,"2019",68342,9695,"Moore County, NC","05000US37125","moore-county-nc"
1,"White",2019,"2019",61137,9520,"Nash County, NC","05000US37127","nash-county-nc"
1,"White",2019,"2019",61787,4633,"New Hanover County, NC","05000US37129","new-hanover-county-nc"
1,"White",2019,"2019",49776,5720,"Onslow County, NC","05000US37133","onslow-county-nc"
1,"White",2019,"2019",85166,5125,"Orange County, NC","05000US37135","orange-county-nc"
1,"White",2019,"2019",62330,7475.999999999999,"Pitt County, NC","05000US37147","pitt-county-nc"
1,"White",2019,"2019",50510,2244,"Randolph County, NC","05000US37151","randolph-county-nc"
1,"White",2019,"2019",42900,3183,"Robeson County, NC","05000US37155","robeson-county-nc"
1,"White",2019,"2019",46196,4870,"Rockingham County, NC","05000US37157","rockingham-county-nc"
1,"White",2019,"2019",55798,4181,"Rowan County, NC","05000US37159","rowan-county-nc"
1,"White",2019,"2019",45722,4987,"Rutherford County, NC","05000US37161","rutherford-county-nc"
1,"White",2019,"2019",49733,4651,"Surry County, NC","05000US37171","surry-county-nc"
1,"White",2019,"2019",87740,3637.0000000000005,"Union County, NC","05000US37179","union-county-nc"
1,"White",2019,"2019",95269,3116,"Wake County, NC","05000US37183","wake-county-nc"
1,"White",2019,"2019",52126,4947,"Wayne County, NC","05000US37191","wayne-county-nc"
1,"White",2019,"2019",43131,5054,"Wilkes County, NC","05000US37193","wilkes-county-nc"
1,"White",2019,"2019",70443,5002,"Wilson County, NC","05000US37195","wilson-county-nc"
2,"Black",2019,"2019",40456,10266,"Alamance County, NC","05000US37001","alamance-county-nc"
2,"Black",2019,"2019",56449,28235,"Brunswick County, NC","05000US37019","brunswick-county-nc"
2,"Black",2019,"2019",42902,21567,"Buncombe County, NC","05000US37021","buncombe-county-nc"
2,"Black",2019,"2019",34943,4268,"Burke County, NC","05000US37023","burke-county-nc"
2,"Black",2019,"2019",42308,10038,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
2,"Black",2019,"2019",29452,17442,"Caldwell County, NC","05000US37027","caldwell-county-nc"
2,"Black",2019,"2019",41297,9759,"Carteret County, NC","05000US37031","carteret-county-nc"
2,"Black",2019,"2019",32101,12047,"Catawba County, NC","05000US37035","catawba-county-nc"
2,"Black",2019,"2019",45327,9345,"Chatham County, NC","05000US37037","chatham-county-nc"
2,"Black",2019,"2019",32584,14017,"Cleveland County, NC","05000US37045","cleveland-county-nc"
2,"Black",2019,"2019",47895,9681,"Craven County, NC","05000US37049","craven-county-nc"
2,"Black",2019,"2019",40003,2893,"Cumberland County, NC","05000US37051","cumberland-county-nc"
2,"Black",2019,"2019",32201,15101.999999999998,"Davidson County, NC","05000US37057","davidson-county-nc"
2,"Black",2019,"2019",46230,7625.000000000001,"Durham County, NC","05000US37063","durham-county-nc"
2,"Black",2019,"2019",29509,4120,"Forsyth County, NC","05000US37067","forsyth-county-nc"
2,"Black",2019,"2019",44164,9313,"Franklin County, NC","05000US37069","franklin-county-nc"
2,"Black",2019,"2019",41387,3377,"Gaston County, NC","05000US37071","gaston-county-nc"
2,"Black",2019,"2019",40305,2334,"Guilford County, NC","05000US37081","guilford-county-nc"
2,"Black",2019,"2019",33823,5383,"Harnett County, NC","05000US37085","harnett-county-nc"
2,"Black",2019,"2019",71875,29280,"Henderson County, NC","05000US37089","henderson-county-nc"
2,"Black",2019,"2019",54481,10373,"Iredell County, NC","05000US37097","iredell-county-nc"
2,"Black",2019,"2019",42063,9448,"Johnston County, NC","05000US37101","johnston-county-nc"
2,"Black",2019,"2019",38426,20549,"Lincoln County, NC","05000US37109","lincoln-county-nc"
2,"Black",2019,"2019",48288,2873,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
2,"Black",2019,"2019",36578,21300,"Moore County, NC","05000US37125","moore-county-nc"
2,"Black",2019,"2019",42648,9498,"Nash County, NC","05000US37127","nash-county-nc"
2,"Black",2019,"2019",36827,5780,"New Hanover County, NC","05000US37129","new-hanover-county-nc"
2,"Black",2019,"2019",53798,9297,"Onslow County, NC","05000US37133","onslow-county-nc"
2,"Black",2019,"2019",38777,5370,"Orange County, NC","05000US37135","orange-county-nc"
2,"Black",2019,"2019",36095,10964,"Pitt County, NC","05000US37147","pitt-county-nc"
2,"Black",2019,"2019",37831,15938.999999999998,"Randolph County, NC","05000US37151","randolph-county-nc"
2,"Black",2019,"2019",27988,3659,"Robeson County, NC","05000US37155","robeson-county-nc"
2,"Black",2019,"2019",36613,8663,"Rockingham County, NC","05000US37157","rockingham-county-nc"
2,"Black",2019,"2019",37643,10831,"Rowan County, NC","05000US37159","rowan-county-nc"
2,"Black",2019,"2019",38716,8623,"Rutherford County, NC","05000US37161","rutherford-county-nc"
2,"Black",2019,"2019",66182,65623,"Surry County, NC","05000US37171","surry-county-nc"
2,"Black",2019,"2019",61114,12300,"Union County, NC","05000US37179","union-county-nc"
2,"Black",2019,"2019",51375,4547,"Wake County, NC","05000US37183","wake-county-nc"
2,"Black",2019,"2019",34961,4310,"Wayne County, NC","05000US37191","wayne-county-nc"
2,"Black",2019,"2019",23611,3324,"Wilson County, NC","05000US37195","wilson-county-nc"
3,"Native American",2019,"2019",49105,19282,"Alamance County, NC","05000US37001","alamance-county-nc"
3,"Native American",2019,"2019",75429,47021,"Buncombe County, NC","05000US37021","buncombe-county-nc"
3,"Native American",2019,"2019",89784,71975,"Carteret County, NC","05000US37031","carteret-county-nc"
3,"Native American",2019,"2019",111825,104663,"Catawba County, NC","05000US37035","catawba-county-nc"
3,"Native American",2019,"2019",36679,11927,"Cumberland County, NC","05000US37051","cumberland-county-nc"
3,"Native American",2019,"2019",67132,30685,"Forsyth County, NC","05000US37067","forsyth-county-nc"
3,"Native American",2019,"2019",55601,40140,"Franklin County, NC","05000US37069","franklin-county-nc"
3,"Native American",2019,"2019",34944,17625,"Onslow County, NC","05000US37133","onslow-county-nc"
3,"Native American",2019,"2019",31074,5920,"Robeson County, NC","05000US37155","robeson-county-nc"
3,"Native American",2019,"2019",8832,7191.999999999999,"Surry County, NC","05000US37171","surry-county-nc"
3,"Native American",2019,"2019",64359,21532,"Wake County, NC","05000US37183","wake-county-nc"
4,"Asian",2019,"2019",66381,40493,"Brunswick County, NC","05000US37019","brunswick-county-nc"
4,"Asian",2019,"2019",51730,27694,"Buncombe County, NC","05000US37021","buncombe-county-nc"
4,"Asian",2019,"2019",102351,71118,"Burke County, NC","05000US37023","burke-county-nc"
4,"Asian",2019,"2019",126302,38832,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
4,"Asian",2019,"2019",106327,28456,"Catawba County, NC","05000US37035","catawba-county-nc"
4,"Asian",2019,"2019",67386,37542,"Chatham County, NC","05000US37037","chatham-county-nc"
4,"Asian",2019,"2019",61295,16886,"Cumberland County, NC","05000US37051","cumberland-county-nc"
4,"Asian",2019,"2019",95932,34233,"Durham County, NC","05000US37063","durham-county-nc"
4,"Asian",2019,"2019",86143,18721,"Forsyth County, NC","05000US37067","forsyth-county-nc"
4,"Asian",2019,"2019",107580,94913,"Gaston County, NC","05000US37071","gaston-county-nc"
4,"Asian",2019,"2019",77453,15759.000000000002,"Guilford County, NC","05000US37081","guilford-county-nc"
4,"Asian",2019,"2019",78784,45233,"Harnett County, NC","05000US37085","harnett-county-nc"
4,"Asian",2019,"2019",100212,26309,"Iredell County, NC","05000US37097","iredell-county-nc"
4,"Asian",2019,"2019",104206,49671,"Johnston County, NC","05000US37101","johnston-county-nc"
4,"Asian",2019,"2019",90360,8325,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
4,"Asian",2019,"2019",46395,13308,"Onslow County, NC","05000US37133","onslow-county-nc"
4,"Asian",2019,"2019",70534,25791,"Orange County, NC","05000US37135","orange-county-nc"
4,"Asian",2019,"2019",207525,193913,"Pitt County, NC","05000US37147","pitt-county-nc"
4,"Asian",2019,"2019",106002,23476,"Randolph County, NC","05000US37151","randolph-county-nc"
4,"Asian",2019,"2019",63458,21293,"Robeson County, NC","05000US37155","robeson-county-nc"
4,"Asian",2019,"2019",50571,22244,"Rowan County, NC","05000US37159","rowan-county-nc"
4,"Asian",2019,"2019",167772,80626,"Union County, NC","05000US37179","union-county-nc"
4,"Asian",2019,"2019",117049,9948,"Wake County, NC","05000US37183","wake-county-nc"
5,"Pacific Islander",2019,"2019",105171,81666,"Cumberland County, NC","05000US37051","cumberland-county-nc"
6,"Other",2019,"2019",47142,23028,"Alamance County, NC","05000US37001","alamance-county-nc"
6,"Other",2019,"2019",16747,6857.999999999999,"Burke County, NC","05000US37023","burke-county-nc"
6,"Other",2019,"2019",80088,57406,"Caldwell County, NC","05000US37027","caldwell-county-nc"
6,"Other",2019,"2019",36256,19786,"Catawba County, NC","05000US37035","catawba-county-nc"
6,"Other",2019,"2019",42368,19520,"Chatham County, NC","05000US37037","chatham-county-nc"
6,"Other",2019,"2019",31919,25328,"Craven County, NC","05000US37049","craven-county-nc"
6,"Other",2019,"2019",49492,10227,"Cumberland County, NC","05000US37051","cumberland-county-nc"
6,"Other",2019,"2019",47048,24977,"Durham County, NC","05000US37063","durham-county-nc"
6,"Other",2019,"2019",40212,19937,"Forsyth County, NC","05000US37067","forsyth-county-nc"
6,"Other",2019,"2019",38907,8133,"Guilford County, NC","05000US37081","guilford-county-nc"
6,"Other",2019,"2019",50271,15804.999999999998,"Harnett County, NC","05000US37085","harnett-county-nc"
6,"Other",2019,"2019",68791,12764,"Iredell County, NC","05000US37097","iredell-county-nc"
6,"Other",2019,"2019",49703,6269,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
6,"Other",2019,"2019",97801,88635,"Nash County, NC","05000US37127","nash-county-nc"
6,"Other",2019,"2019",32354,26336,"New Hanover County, NC","05000US37129","new-hanover-county-nc"
6,"Other",2019,"2019",63038,49987,"Onslow County, NC","05000US37133","onslow-county-nc"
6,"Other",2019,"2019",36682,19726,"Pitt County, NC","05000US37147","pitt-county-nc"
6,"Other",2019,"2019",46031,11274,"Randolph County, NC","05000US37151","randolph-county-nc"
6,"Other",2019,"2019",26384,10207,"Robeson County, NC","05000US37155","robeson-county-nc"
6,"Other",2019,"2019",7850,4254,"Rockingham County, NC","05000US37157","rockingham-county-nc"
6,"Other",2019,"2019",57689,34297,"Surry County, NC","05000US37171","surry-county-nc"
6,"Other",2019,"2019",63333,45797,"Union County, NC","05000US37179","union-county-nc"
6,"Other",2019,"2019",57530,9168,"Wake County, NC","05000US37183","wake-county-nc"
6,"Other",2019,"2019",15904,12937,"Wayne County, NC","05000US37191","wayne-county-nc"
7,"Two Or More",2019,"2019",41375,20335,"Alamance County, NC","05000US37001","alamance-county-nc"
7,"Two Or More",2019,"2019",67206,25784,"Brunswick County, NC","05000US37019","brunswick-county-nc"
7,"Two Or More",2019,"2019",28015,12411,"Burke County, NC","05000US37023","burke-county-nc"
7,"Two Or More",2019,"2019",119741,47394,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
7,"Two Or More",2019,"2019",30727,28374,"Carteret County, NC","05000US37031","carteret-county-nc"
7,"Two Or More",2019,"2019",32070,9412,"Cumberland County, NC","05000US37051","cumberland-county-nc"
7,"Two Or More",2019,"2019",77519,43479,"Davidson County, NC","05000US37057","davidson-county-nc"
7,"Two Or More",2019,"2019",77923,36121,"Durham County, NC","05000US37063","durham-county-nc"
7,"Two Or More",2019,"2019",55171,30639,"Forsyth County, NC","05000US37067","forsyth-county-nc"
7,"Two Or More",2019,"2019",32162,12458,"Gaston County, NC","05000US37071","gaston-county-nc"
7,"Two Or More",2019,"2019",48843,7280,"Guilford County, NC","05000US37081","guilford-county-nc"
7,"Two Or More",2019,"2019",43899,676,"Henderson County, NC","05000US37089","henderson-county-nc"
7,"Two Or More",2019,"2019",39725,23791,"Iredell County, NC","05000US37097","iredell-county-nc"
7,"Two Or More",2019,"2019",60924,18834,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
7,"Two Or More",2019,"2019",33209,15220.999999999998,"New Hanover County, NC","05000US37129","new-hanover-county-nc"
7,"Two Or More",2019,"2019",30302,18692,"Onslow County, NC","05000US37133","onslow-county-nc"
7,"Two Or More",2019,"2019",68209,38234,"Robeson County, NC","05000US37155","robeson-county-nc"
7,"Two Or More",2019,"2019",83137,83341,"Rowan County, NC","05000US37159","rowan-county-nc"
7,"Two Or More",2019,"2019",140057,130654,"Rutherford County, NC","05000US37161","rutherford-county-nc"
7,"Two Or More",2019,"2019",50601,26536,"Surry County, NC","05000US37171","surry-county-nc"
7,"Two Or More",2019,"2019",65243,29199,"Union County, NC","05000US37179","union-county-nc"
7,"Two Or More",2019,"2019",83977,9126,"Wake County, NC","05000US37183","wake-county-nc"
8,"White Non-Hispanic",2019,"2019",66482,4423,"Alamance County, NC","05000US37001","alamance-county-nc"
8,"White Non-Hispanic",2019,"2019",64530,3323,"Brunswick County, NC","05000US37019","brunswick-county-nc"
8,"White Non-Hispanic",2019,"2019",59677,4504,"Buncombe County, NC","05000US37021","buncombe-county-nc"
8,"White Non-Hispanic",2019,"2019",50947,3857,"Burke County, NC","05000US37023","burke-county-nc"
8,"White Non-Hispanic",2019,"2019",77163,8549,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
8,"White Non-Hispanic",2019,"2019",49631,4888,"Caldwell County, NC","05000US37027","caldwell-county-nc"
8,"White Non-Hispanic",2019,"2019",61677,3880.0000000000005,"Carteret County, NC","05000US37031","carteret-county-nc"
8,"White Non-Hispanic",2019,"2019",53695,4687,"Catawba County, NC","05000US37035","catawba-county-nc"
8,"White Non-Hispanic",2019,"2019",85055,13775.000000000002,"Chatham County, NC","05000US37037","chatham-county-nc"
8,"White Non-Hispanic",2019,"2019",47841,5752,"Cleveland County, NC","05000US37045","cleveland-county-nc"
8,"White Non-Hispanic",2019,"2019",61583,6515,"Craven County, NC","05000US37049","craven-county-nc"
8,"White Non-Hispanic",2019,"2019",53358,3152,"Cumberland County, NC","05000US37051","cumberland-county-nc"
8,"White Non-Hispanic",2019,"2019",56186,5183,"Davidson County, NC","05000US37057","davidson-county-nc"
8,"White Non-Hispanic",2019,"2019",80906,4279,"Durham County, NC","05000US37063","durham-county-nc"
8,"White Non-Hispanic",2019,"2019",67773,3929.9999999999995,"Forsyth County, NC","05000US37067","forsyth-county-nc"
8,"White Non-Hispanic",2019,"2019",74347,12354,"Franklin County, NC","05000US37069","franklin-county-nc"
8,"White Non-Hispanic",2019,"2019",61433,2471,"Gaston County, NC","05000US37071","gaston-county-nc"
8,"White Non-Hispanic",2019,"2019",69609,4083.0000000000005,"Guilford County, NC","05000US37081","guilford-county-nc"
8,"White Non-Hispanic",2019,"2019",64055,4682,"Harnett County, NC","05000US37085","harnett-county-nc"
8,"White Non-Hispanic",2019,"2019",63014,3727,"Henderson County, NC","05000US37089","henderson-county-nc"
8,"White Non-Hispanic",2019,"2019",72677,4168,"Iredell County, NC","05000US37097","iredell-county-nc"
8,"White Non-Hispanic",2019,"2019",70243,8203,"Johnston County, NC","05000US37101","johnston-county-nc"
8,"White Non-Hispanic",2019,"2019",73171,2907,"Lincoln County, NC","05000US37109","lincoln-county-nc"
8,"White Non-Hispanic",2019,"2019",91976,3347,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
8,"White Non-Hispanic",2019,"2019",68927,9593,"Moore County, NC","05000US37125","moore-county-nc"
8,"White Non-Hispanic",2019,"2019",61552,9991,"Nash County, NC","05000US37127","nash-county-nc"
8,"White Non-Hispanic",2019,"2019",63232,5024,"New Hanover County, NC","05000US37129","new-hanover-county-nc"
8,"White Non-Hispanic",2019,"2019",49303,5771,"Onslow County, NC","05000US37133","onslow-county-nc"
8,"White Non-Hispanic",2019,"2019",86846,5511,"Orange County, NC","05000US37135","orange-county-nc"
8,"White Non-Hispanic",2019,"2019",63366,7889,"Pitt County, NC","05000US37147","pitt-county-nc"
8,"White Non-Hispanic",2019,"2019",51353,1873.9999999999998,"Randolph County, NC","05000US37151","randolph-county-nc"
8,"White Non-Hispanic",2019,"2019",43812,3420.0000000000005,"Robeson County, NC","05000US37155","robeson-county-nc"
8,"White Non-Hispanic",2019,"2019",45597,4735,"Rockingham County, NC","05000US37157","rockingham-county-nc"
8,"White Non-Hispanic",2019,"2019",56764,3942,"Rowan County, NC","05000US37159","rowan-county-nc"
8,"White Non-Hispanic",2019,"2019",45278,5713,"Rutherford County, NC","05000US37161","rutherford-county-nc"
8,"White Non-Hispanic",2019,"2019",50064,4318,"Surry County, NC","05000US37171","surry-county-nc"
8,"White Non-Hispanic",2019,"2019",89884,4420,"Union County, NC","05000US37179","union-county-nc"
8,"White Non-Hispanic",2019,"2019",97394,2896,"Wake County, NC","05000US37183","wake-county-nc"
8,"White Non-Hispanic",2019,"2019",53361,5391,"Wayne County, NC","05000US37191","wayne-county-nc"
8,"White Non-Hispanic",2019,"2019",42991,5072,"Wilkes County, NC","05000US37193","wilkes-county-nc"
8,"White Non-Hispanic",2019,"2019",69533,6738.000000000001,"Wilson County, NC","05000US37195","wilson-county-nc"
9,"Hispanic",2019,"2019",46258,4517,"Alamance County, NC","05000US37001","alamance-county-nc"
9,"Hispanic",2019,"2019",34142,2076,"Buncombe County, NC","05000US37021","buncombe-county-nc"
9,"Hispanic",2019,"2019",24657,7883,"Burke County, NC","05000US37023","burke-county-nc"
9,"Hispanic",2019,"2019",65081,22136,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
9,"Hispanic",2019,"2019",63311,63044,"Caldwell County, NC","05000US37027","caldwell-county-nc"
9,"Hispanic",2019,"2019",48621,18995,"Catawba County, NC","05000US37035","catawba-county-nc"
9,"Hispanic",2019,"2019",46866,7537,"Chatham County, NC","05000US37037","chatham-county-nc"
9,"Hispanic",2019,"2019",44008,4565,"Cleveland County, NC","05000US37045","cleveland-county-nc"
9,"Hispanic",2019,"2019",30723,1744.9999999999998,"Craven County, NC","05000US37049","craven-county-nc"
9,"Hispanic",2019,"2019",44169,8542,"Cumberland County, NC","05000US37051","cumberland-county-nc"
9,"Hispanic",2019,"2019",57727,32718,"Davidson County, NC","05000US37057","davidson-county-nc"
9,"Hispanic",2019,"2019",48529,6725,"Durham County, NC","05000US37063","durham-county-nc"
9,"Hispanic",2019,"2019",38183,7418,"Forsyth County, NC","05000US37067","forsyth-county-nc"
9,"Hispanic",2019,"2019",52956,10459,"Franklin County, NC","05000US37069","franklin-county-nc"
9,"Hispanic",2019,"2019",46585,11771,"Gaston County, NC","05000US37071","gaston-county-nc"
9,"Hispanic",2019,"2019",54067,7857.000000000001,"Guilford County, NC","05000US37081","guilford-county-nc"
9,"Hispanic",2019,"2019",44929,12391,"Harnett County, NC","05000US37085","harnett-county-nc"
9,"Hispanic",2019,"2019",45582,26997,"Henderson County, NC","05000US37089","henderson-county-nc"
9,"Hispanic",2019,"2019",52402,18915,"Iredell County, NC","05000US37097","iredell-county-nc"
9,"Hispanic",2019,"2019",41034,7540.999999999999,"Johnston County, NC","05000US37101","johnston-county-nc"
9,"Hispanic",2019,"2019",41708,24694,"Lincoln County, NC","05000US37109","lincoln-county-nc"
9,"Hispanic",2019,"2019",51057,3085,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
9,"Hispanic",2019,"2019",48882,39774,"Moore County, NC","05000US37125","moore-county-nc"
9,"Hispanic",2019,"2019",70179,68165,"Nash County, NC","05000US37127","nash-county-nc"
9,"Hispanic",2019,"2019",44533,9052,"New Hanover County, NC","05000US37129","new-hanover-county-nc"
9,"Hispanic",2019,"2019",52597,11997,"Onslow County, NC","05000US37133","onslow-county-nc"
9,"Hispanic",2019,"2019",60417,25627,"Orange County, NC","05000US37135","orange-county-nc"
9,"Hispanic",2019,"2019",41440,11777,"Pitt County, NC","05000US37147","pitt-county-nc"
9,"Hispanic",2019,"2019",37102,10837,"Randolph County, NC","05000US37151","randolph-county-nc"
9,"Hispanic",2019,"2019",24120,9591,"Robeson County, NC","05000US37155","robeson-county-nc"
9,"Hispanic",2019,"2019",38086,22297,"Rockingham County, NC","05000US37157","rockingham-county-nc"
9,"Hispanic",2019,"2019",32606,6911,"Rowan County, NC","05000US37159","rowan-county-nc"
9,"Hispanic",2019,"2019",52437,35479,"Surry County, NC","05000US37171","surry-county-nc"
9,"Hispanic",2019,"2019",66109,10724,"Union County, NC","05000US37179","union-county-nc"
9,"Hispanic",2019,"2019",61442,2905,"Wake County, NC","05000US37183","wake-county-nc"
9,"Hispanic",2019,"2019",35136,10210,"Wayne County, NC","05000US37191","wayne-county-nc"
0,"Total",2018,"2018",49979,2410,"Alamance County, NC","05000US37001","alamance-county-nc"
0,"Total",2018,"2018",60496,2848,"Brunswick County, NC","05000US37019","brunswick-county-nc"
0,"Total",2018,"2018",53980,3551.0000000000005,"Buncombe County, NC","05000US37021","buncombe-county-nc"
0,"Total",2018,"2018",43663,5097,"Burke County, NC","05000US37023","burke-county-nc"
0,"Total",2018,"2018",69679,3685,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
0,"Total",2018,"2018",42257,3342,"Caldwell County, NC","05000US37027","caldwell-county-nc"
0,"Total",2018,"2018",54833,3190,"Carteret County, NC","05000US37031","carteret-county-nc"
0,"Total",2018,"2018",53454,4144,"Catawba County, NC","05000US37035","catawba-county-nc"
0,"Total",2018,"2018",74959,7082.000000000001,"Chatham County, NC","05000US37037","chatham-county-nc"
0,"Total",2018,"2018",40690,3708.0000000000005,"Cleveland County, NC","05000US37045","cleveland-county-nc"
0,"Total",2018,"2018",50509,5078,"Craven County, NC","05000US37049","craven-county-nc"
0,"Total",2018,"2018",46716,1524,"Cumberland County, NC","05000US37051","cumberland-county-nc"
0,"Total",2018,"2018",45320,3911.0000000000005,"Davidson County, NC","05000US37057","davidson-county-nc"
