ID Race,Race,ID Year,Year,Household Income by Race,Household Income by Race Moe,Geography,ID Geography,Slug Geography
8,"White Non-Hispanic",2018,"2018",67217,5776,"Lincoln County, NC","05000US37109","lincoln-county-nc"
8,"White Non-Hispanic",2018,"2018",86009,2645,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
8,"White Non-Hispanic",2018,"2018",60523,4365,"Moore County, NC","05000US37125","moore-county-nc"
8,"White Non-Hispanic",2018,"2018",65978,8656,"Nash County, NC","05000US37127","nash-county-nc"
8,"White Non-Hispanic",2018,"2018",62860,3539,"New Hanover County, NC","05000US37129","new-hanover-county-nc"
8,"White Non-Hispanic",2018,"2018",51773,3833,"Onslow County, NC","05000US37133","onslow-county-nc"
8,"White Non-Hispanic",2018,"2018",80930,5241,"Orange County, NC","05000US37135","orange-county-nc"
8,"White Non-Hispanic",2018,"2018",54276,4302,"Pitt County, NC","05000US37147","pitt-county-nc"
8,"White Non-Hispanic",2018,"2018",48783,4230,"Randolph County, NC","05000US37151","randolph-county-nc"
8,"White Non-Hispanic",2018,"2018",43257,6924,"Robeson County, NC","05000US37155","robeson-county-nc"
8,"White Non-Hispanic",2018,"2018",47437,6490,"Rockingham County, NC","05000US37157","rockingham-county-nc"
8,"White Non-Hispanic",2018,"2018",52108,3222,"Rowan County, NC","05000US37159","rowan-county-nc"
8,"White Non-Hispanic",2018,"2018",44430,2991,"Rutherford County, NC","05000US37161","rutherford-county-nc"
8,"White Non-Hispanic",2018,"2018",51942,4619,"Surry County, NC","05000US37171","surry-county-nc"
8,"White Non-Hispanic",2018,"2018",84807,5227,"Union County, NC","05000US37179","union-county-nc"
8,"White Non-Hispanic",2018,"2018",92061,2464,"Wake County, NC","05000US37183","wake-county-nc"
8,"White Non-Hispanic",2018,"2018",51107,6639,"Wayne County, NC","05000US37191","wayne-county-nc"
8,"White Non-Hispanic",2018,"2018",43853,4298,"Wilkes County, NC","05000US37193","wilkes-county-nc"
8,"White Non-Hispanic",2018,"2018",62651,10194,"Wilson County, NC","05000US37195","wilson-county-nc"
9,"Hispanic",2018,"2018",43115,9260,"Alamance County, NC","05000US37001","alamance-county-nc"
9,"Hispanic",2018,"2018",37392,28705,"Buncombe County, NC","05000US37021","buncombe-county-nc"
9,"Hispanic",2018,"2018",31335,12842,"Burke County, NC","05000US37023","burke-county-nc"
9,"Hispanic",2018,"2018",60243,19807,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
9,"Hispanic",2018,"2018",41132,12256,"Caldwell County, NC","05000US37027","caldwell-county-nc"
9,"Hispanic",2018,"2018",33298,9886,"Catawba County, NC","05000US37035","catawba-county-nc"
9,"Hispanic",2018,"2018",47042,12789,"Chatham County, NC","05000US37037","chatham-county-nc"
9,"Hispanic",2018,"2018",73939,27678,"Craven County, NC","05000US37049","craven-county-nc"
9,"Hispanic",2018,"2018",40384,3862,"Cumberland County, NC","05000US37051","cumberland-county-nc"
9,"Hispanic",2018,"2018",36645,8598,"Davidson County, NC","05000US37057","davidson-county-nc"
9,"Hispanic",2018,"2018",43637,5390,"Durham County, NC","05000US37063","durham-county-nc"
9,"Hispanic",2018,"2018",37988,5042,"Forsyth County, NC","05000US37067","forsyth-county-nc"
9,"Hispanic",2018,"2018",71250,23485,"Franklin County, NC","05000US37069","franklin-county-nc"
9,"Hispanic",2018,"2018",40932,6409,"Gaston County, NC","05000US37071","gaston-county-nc"
9,"Hispanic",2018,"2018",41733,4046,"Guilford County, NC","05000US37081","guilford-county-nc"
9,"Hispanic",2018,"2018",43911,6916,"Harnett County, NC","05000US37085","harnett-county-nc"
9,"Hispanic",2018,"2018",37482,22904,"Henderson County, NC","05000US37089","henderson-county-nc"
9,"Hispanic",2018,"2018",44985,13580.000000000002,"Iredell County, NC","05000US37097","iredell-county-nc"
9,"Hispanic",2018,"2018",37956,7428,"Johnston County, NC","05000US37101","johnston-county-nc"
9,"Hispanic",2018,"2018",54057,36106,"Lincoln County, NC","05000US37109","lincoln-county-nc"
9,"Hispanic",2018,"2018",46435,4104,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
9,"Hispanic",2018,"2018",34920,32126.000000000004,"Moore County, NC","05000US37125","moore-county-nc"
9,"Hispanic",2018,"2018",41453,37142,"Nash County, NC","05000US37127","nash-county-nc"
9,"Hispanic",2018,"2018",45956,3205,"New Hanover County, NC","05000US37129","new-hanover-county-nc"
9,"Hispanic",2018,"2018",60194,22617,"Onslow County, NC","05000US37133","onslow-county-nc"
9,"Hispanic",2018,"2018",38077,8620,"Orange County, NC","05000US37135","orange-county-nc"
9,"Hispanic",2018,"2018",25799,18959,"Pitt County, NC","05000US37147","pitt-county-nc"
9,"Hispanic",2018,"2018",47992,8540,"Randolph County, NC","05000US37151","randolph-county-nc"
9,"Hispanic",2018,"2018",33625,9813,"Robeson County, NC","05000US37155","robeson-county-nc"
9,"Hispanic",2018,"2018",31544,18565,"Rockingham County, NC","05000US37157","rockingham-county-nc"
9,"Hispanic",2018,"2018",31772,13411,"Rowan County, NC","05000US37159","rowan-county-nc"
9,"Hispanic",2018,"2018",52185,45278,"Rutherford County, NC","05000US37161","rutherford-county-nc"
9,"Hispanic",2018,"2018",38868,14263.000000000002,"Surry County, NC","05000US37171","surry-county-nc"
9,"Hispanic",2018,"2018",58321,29236.999999999996,"Union County, NC","05000US37179","union-county-nc"
9,"Hispanic",2018,"2018",52967,5720,"Wake County, NC","05000US37183","wake-county-nc"
9,"Hispanic",2018,"2018",32034,20542,"Wayne County, NC","05000US37191","wayne-county-nc"
9,"Hispanic",2018,"2018",45172,32144,"Wilkes County, NC","05000US37193","wilkes-county-nc"
9,"Hispanic",2018,"2018",20365,3888,"Wilson County, NC","05000US37195","wilson-county-nc"
0,"Total",2017,"2017",45150,4637,"Alamance County, NC","05000US37001","alamance-county-nc"
0,"Total",2017,"2017",56181,3843,"Brunswick County, NC","05000US37019","brunswick-county-nc"
0,"Total",2017,"2017",50040,2324,"Buncombe County, NC","05000US37021","buncombe-county-nc"
0,"Total",2017,"2017",40274,3808.9999999999995,"Burke County, NC","05000US37023","burke-county-nc"
0,"Total",2017,"2017",61490,3300,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
0,"Total",2017,"2017",45033,5018,"Caldwell County, NC","05000US37027","caldwell-county-nc"
0,"Total",2017,"2017",52807,3163,"Carteret County, NC","05000US37031","carteret-county-nc"
0,"Total",2017,"2017",53539,2789,"Catawba County, NC","05000US37035","catawba-county-nc"
0,"Total",2017,"2017",57770,7340,"Chatham County, NC","05000US37037","chatham-county-nc"
0,"Total",2017,"2017",37205,3323,"Cleveland County, NC","05000US37045","cleveland-county-nc"
0,"Total",2017,"2017",51789,3141,"Craven County, NC","05000US37049","craven-county-nc"
0,"Total",2017,"2017",43759,1587,"Cumberland County, NC","05000US37051","cumberland-county-nc"
0,"Total",2017,"2017",46802,2946,"Davidson County, NC","05000US37057","davidson-county-nc"
0,"Total",2017,"2017",59891,3453.9999999999995,"Durham County, NC","05000US37063","durham-county-nc"
0,"Total",2017,"2017",50185,2145,"Forsyth County, NC","05000US37067","forsyth-county-nc"
0,"Total",2017,"2017",54825,12361,"Franklin County, NC","05000US37069","franklin-county-nc"
0,"Total",2017,"2017",49670,2683,"Gaston County, NC","05000US37071","gaston-county-nc"
0,"Total",2017,"2017",52098,1617,"Guilford County, NC","05000US37081","guilford-county-nc"
0,"Total",2017,"2017",51479,2319,"Harnett County, NC","05000US37085","harnett-county-nc"
0,"Total",2017,"2017",51078,2285,"Henderson County, NC","05000US37089","henderson-county-nc"
0,"Total",2017,"2017",55690,2848,"Iredell County, NC","05000US37097","iredell-county-nc"
0,"Total",2017,"2017",58111,4887,"Johnston County, NC","05000US37101","johnston-county-nc"
0,"Total",2017,"2017",54361,5737,"Lincoln County, NC","05000US37109","lincoln-county-nc"
0,"Total",2017,"2017",65588,1706,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
0,"Total",2017,"2017",64184,4711,"Moore County, NC","05000US37125","moore-county-nc"
0,"Total",2017,"2017",47289,5718,"Nash County, NC","05000US37127","nash-county-nc"
0,"Total",2017,"2017",52674,3740,"New Hanover County, NC","05000US37129","new-hanover-county-nc"
0,"Total",2017,"2017",49883,4126,"Onslow County, NC","05000US37133","onslow-county-nc"
0,"Total",2017,"2017",69940,4669,"Orange County, NC","05000US37135","orange-county-nc"
0,"Total",2017,"2017",45849,4471,"Pitt County, NC","05000US37147","pitt-county-nc"
0,"Total",2017,"2017",43154,2546,"Randolph County, NC","05000US37151","randolph-county-nc"
0,"Total",2017,"2017",32729,2696,"Robeson County, NC","05000US37155","robeson-county-nc"
0,"Total",2017,"2017",48196,5931,"Rockingham County, NC","05000US37157","rockingham-county-nc"
0,"Total",2017,"2017",47396,3295,"Rowan County, NC","05000US37159","rowan-county-nc"
0,"Total",2017,"2017",40570,3095,"Rutherford County, NC","05000US37161","rutherford-county-nc"
0,"Total",2017,"2017",42438,4595,"Surry County, NC","05000US37171","surry-county-nc"
0,"Total",2017,"2017",77691,3326,"Union County, NC","05000US37179","union-county-nc"
0,"Total",2017,"2017",77318,2446,"Wake County, NC","05000US37183","wake-county-nc"
0,"Total",2017,"2017",44347,3779.0000000000005,"Wayne County, NC","05000US37191","wayne-county-nc"
0,"Total",2017,"2017",40995,6293,"Wilkes County, NC","05000US37193","wilkes-county-nc"
0,"Total",2017,"2017",45960,6968,"Wilson County, NC","05000US37195","wilson-county-nc"
1,"White",2017,"2017",51033,4360,"Alamance County, NC","05000US37001","alamance-county-nc"
1,"White",2017,"2017",58171,3461,"Brunswick County, NC","05000US37019","brunswick-county-nc"
1,"White",2017,"2017",50734,2163,"Buncombe County, NC","05000US37021","buncombe-county-nc"
1,"White",2017,"2017",41926,5373,"Burke County, NC","05000US37023","burke-county-nc"
1,"White",2017,"2017",63275,4044,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
1,"White",2017,"2017",46941,4978,"Caldwell County, NC","05000US37027","caldwell-county-nc"
1,"White",2017,"2017",53614,3377,"Carteret County, NC","05000US37031","carteret-county-nc"
1,"White",2017,"2017",56108,4071,"Catawba County, NC","05000US37035","catawba-county-nc"
1,"White",2017,"2017",69163,6852.999999999999,"Chatham County, NC","05000US37037","chatham-county-nc"
1,"White",2017,"2017",40567,4262,"Cleveland County, NC","05000US37045","cleveland-county-nc"
1,"White",2017,"2017",62152,5118,"Craven County, NC","05000US37049","craven-county-nc"
1,"White",2017,"2017",48996,2965,"Cumberland County, NC","05000US37051","cumberland-county-nc"
1,"White",2017,"2017",49340,2781,"Davidson County, NC","05000US37057","davidson-county-nc"
1,"White",2017,"2017",72190,5554,"Durham County, NC","05000US37063","durham-county-nc"
1,"White",2017,"2017",58584,4229,"Forsyth County, NC","05000US37067","forsyth-county-nc"
1,"White",2017,"2017",70174,6466,"Franklin County, NC","05000US37069","franklin-county-nc"
1,"White",2017,"2017",52203,3794.0000000000005,"Gaston County, NC","05000US37071","gaston-county-nc"
1,"White",2017,"2017",63749,2585,"Guilford County, NC","05000US37081","guilford-county-nc"
1,"White",2017,"2017",55452,4368,"Harnett County, NC","05000US37085","harnett-county-nc"
1,"White",2017,"2017",51584,2285,"Henderson County, NC","05000US37089","henderson-county-nc"
1,"White",2017,"2017",61126,3398,"Iredell County, NC","05000US37097","iredell-county-nc"
1,"White",2017,"2017",61986,4943,"Johnston County, NC","05000US37101","johnston-county-nc"
1,"White",2017,"2017",55118,5536,"Lincoln County, NC","05000US37109","lincoln-county-nc"
1,"White",2017,"2017",81137,2878,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
1,"White",2017,"2017",71647,7280,"Moore County, NC","05000US37125","moore-county-nc"
1,"White",2017,"2017",49363,8043,"Nash County, NC","05000US37127","nash-county-nc"
1,"White",2017,"2017",59365,4339,"New Hanover County, NC","05000US37129","new-hanover-county-nc"
1,"White",2017,"2017",53688,3835.0000000000005,"Onslow County, NC","05000US37133","onslow-county-nc"
1,"White",2017,"2017",75649,6169,"Orange County, NC","05000US37135","orange-county-nc"
1,"White",2017,"2017",59765,4868,"Pitt County, NC","05000US37147","pitt-county-nc"
1,"White",2017,"2017",45919,4088.0000000000005,"Randolph County, NC","05000US37151","randolph-county-nc"
1,"White",2017,"2017",42318,5078,"Robeson County, NC","05000US37155","robeson-county-nc"
1,"White",2017,"2017",50381,6162,"Rockingham County, NC","05000US37157","rockingham-county-nc"
1,"White",2017,"2017",49728,4111,"Rowan County, NC","05000US37159","rowan-county-nc"
1,"White",2017,"2017",41731,5537,"Rutherford County, NC","05000US37161","rutherford-county-nc"
1,"White",2017,"2017",41821,5700,"Surry County, NC","05000US37171","surry-county-nc"
1,"White",2017,"2017",79821,3836,"Union County, NC","05000US37179","union-county-nc"
1,"White",2017,"2017",88153,2919,"Wake County, NC","05000US37183","wake-county-nc"
1,"White",2017,"2017",50561,6822.999999999999,"Wayne County, NC","05000US37191","wayne-county-nc"
1,"White",2017,"2017",41892,5965,"Wilkes County, NC","05000US37193","wilkes-county-nc"
1,"White",2017,"2017",54857,10731,"Wilson County, NC","05000US37195","wilson-county-nc"
2,"Black",2017,"2017",31872,8857,"Alamance County, NC","05000US37001","alamance-county-nc"
2,"Black",2017,"2017",41613,3105,"Brunswick County, NC","05000US37019","brunswick-county-nc"
2,"Black",2017,"2017",36552,11544,"Buncombe County, NC","05000US37021","buncombe-county-nc"
2,"Black",2017,"2017",23125,14672.999999999998,"Burke County, NC","05000US37023","burke-county-nc"
2,"Black",2017,"2017",54418,5027,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
2,"Black",2017,"2017",38053,18280,"Caldwell County, NC","05000US37027","caldwell-county-nc"
2,"Black",2017,"2017",22925,22236,"Carteret County, NC","05000US37031","carteret-county-nc"
2,"Black",2017,"2017",29559,20388,"Catawba County, NC","05000US37035","catawba-county-nc"
2,"Black",2017,"2017",28913,21814,"Chatham County, NC","05000US37037","chatham-county-nc"
2,"Black",2017,"2017",26492,5386,"Cleveland County, NC","05000US37045","cleveland-county-nc"
2,"Black",2017,"2017",24429,7747.999999999999,"Craven County, NC","05000US37049","craven-county-nc"
2,"Black",2017,"2017",37877,3693.0000000000005,"Cumberland County, NC","05000US37051","cumberland-county-nc"
2,"Black",2017,"2017",25229,9941,"Davidson County, NC","05000US37057","davidson-county-nc"
2,"Black",2017,"2017",39325,2564,"Durham County, NC","05000US37063","durham-county-nc"
2,"Black",2017,"2017",34051,3017,"Forsyth County, NC","05000US37067","forsyth-county-nc"
2,"Black",2017,"2017",33569,15938.000000000002,"Franklin County, NC","05000US37069","franklin-county-nc"
2,"Black",2017,"2017",35868,7054.999999999999,"Gaston County, NC","05000US37071","gaston-county-nc"
2,"Black",2017,"2017",38137,3565,"Guilford County, NC","05000US37081","guilford-county-nc"
2,"Black",2017,"2017",41190,9197,"Harnett County, NC","05000US37085","harnett-county-nc"
2,"Black",2017,"2017",29067,25046,"Henderson County, NC","05000US37089","henderson-county-nc"
2,"Black",2017,"2017",32350,4085,"Iredell County, NC","05000US37097","iredell-county-nc"
2,"Black",2017,"2017",50422,3168,"Johnston County, NC","05000US37101","johnston-county-nc"
2,"Black",2017,"2017",30960,23762,"Lincoln County, NC","05000US37109","lincoln-county-nc"
2,"Black",2017,"2017",47072,1820,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
2,"Black",2017,"2017",25786,5202,"Moore County, NC","05000US37125","moore-county-nc"
2,"Black",2017,"2017",48790,10478,"Nash County, NC","05000US37127","nash-county-nc"
2,"Black",2017,"2017",35259,4192,"New Hanover County, NC","05000US37129","new-hanover-county-nc"
2,"Black",2017,"2017",43337,8770,"Onslow County, NC","05000US37133","onslow-county-nc"
2,"Black",2017,"2017",37462,8602,"Orange County, NC","05000US37135","orange-county-nc"
2,"Black",2017,"2017",32335,3970,"Pitt County, NC","05000US37147","pitt-county-nc"
2,"Black",2017,"2017",36382,23065,"Randolph County, NC","05000US37151","randolph-county-nc"
2,"Black",2017,"2017",23935,2936,"Robeson County, NC","05000US37155","robeson-county-nc"
2,"Black",2017,"2017",41585,11450,"Rockingham County, NC","05000US37157","rockingham-county-nc"
2,"Black",2017,"2017",42662,12774,"Rowan County, NC","05000US37159","rowan-county-nc"
2,"Black",2017,"2017",26134,24218,"Rutherford County, NC","05000US37161","rutherford-county-nc"
2,"Black",2017,"2017",42524,42627,"Surry County, NC","05000US37171","surry-county-nc"
2,"Black",2017,"2017",56157,6542,"Union County, NC","05000US37179","union-county-nc"
2,"Black",2017,"2017",56296,3330,"Wake County, NC","05000US37183","wake-county-nc"
2,"Black",2017,"2017",31839,5741,"Wayne County, NC","05000US37191","wayne-county-nc"
2,"Black",2017,"2017",25712,12956,"Wilkes County, NC","05000US37193","wilkes-county-nc"
2,"Black",2017,"2017",37005,6218,"Wilson County, NC","05000US37195","wilson-county-nc"
3,"Native American",2017,"2017",250001,,"Buncombe County, NC","05000US37021","buncombe-county-nc"
3,"Native American",2017,"2017",23174,9431,"Cumberland County, NC","05000US37051","cumberland-county-nc"
3,"Native American",2017,"2017",51074,2094,"Gaston County, NC","05000US37071","gaston-county-nc"
3,"Native American",2017,"2017",41042,32740,"Iredell County, NC","05000US37097","iredell-county-nc"
3,"Native American",2017,"2017",30246,11111,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
3,"Native American",2017,"2017",92819,53287,"Moore County, NC","05000US37125","moore-county-nc"
3,"Native American",2017,"2017",57637,54427,"Nash County, NC","05000US37127","nash-county-nc"
3,"Native American",2017,"2017",66305,46300,"Pitt County, NC","05000US37147","pitt-county-nc"
3,"Native American",2017,"2017",14568,9672,"Randolph County, NC","05000US37151","randolph-county-nc"
3,"Native American",2017,"2017",35846,4313,"Robeson County, NC","05000US37155","robeson-county-nc"
3,"Native American",2017,"2017",88730,24799,"Wake County, NC","05000US37183","wake-county-nc"
3,"Native American",2017,"2017",80673,46455,"Wayne County, NC","05000US37191","wayne-county-nc"
4,"Asian",2017,"2017",65795,44149,"Alamance County, NC","05000US37001","alamance-county-nc"
4,"Asian",2017,"2017",66599,44561,"Buncombe County, NC","05000US37021","buncombe-county-nc"
4,"Asian",2017,"2017",130957,11407,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
4,"Asian",2017,"2017",58878,17591,"Catawba County, NC","05000US37035","catawba-county-nc"
4,"Asian",2017,"2017",54844,33515,"Cumberland County, NC","05000US37051","cumberland-county-nc"
4,"Asian",2017,"2017",98075,20229,"Durham County, NC","05000US37063","durham-county-nc"
4,"Asian",2017,"2017",63040,15235.000000000002,"Forsyth County, NC","05000US37067","forsyth-county-nc"
4,"Asian",2017,"2017",87436,66127,"Gaston County, NC","05000US37071","gaston-county-nc"
4,"Asian",2017,"2017",54145,14819,"Guilford County, NC","05000US37081","guilford-county-nc"
4,"Asian",2017,"2017",63614,50681,"Henderson County, NC","05000US37089","henderson-county-nc"
4,"Asian",2017,"2017",48377,37565,"Iredell County, NC","05000US37097","iredell-county-nc"
4,"Asian",2017,"2017",86165,8796,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
4,"Asian",2017,"2017",60749,19261,"Onslow County, NC","05000US37133","onslow-county-nc"
4,"Asian",2017,"2017",96215,21248,"Orange County, NC","05000US37135","orange-county-nc"
4,"Asian",2017,"2017",43463,39313,"Pitt County, NC","05000US37147","pitt-county-nc"
4,"Asian",2017,"2017",39896,14472,"Randolph County, NC","05000US37151","randolph-county-nc"
4,"Asian",2017,"2017",37414,21639,"Robeson County, NC","05000US37155","robeson-county-nc"
4,"Asian",2017,"2017",127386,32717,"Union County, NC","05000US37179","union-county-nc"
4,"Asian",2017,"2017",100349,5845,"Wake County, NC","05000US37183","wake-county-nc"
4,"Asian",2017,"2017",90530,64211,"Wayne County, NC","05000US37191","wayne-county-nc"
5,"Pacific Islander",2017,"2017",62912,31548.000000000004,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
6,"Other",2017,"2017",40667,21297,"Alamance County, NC","05000US37001","alamance-county-nc"
6,"Other",2017,"2017",56500,42117,"Brunswick County, NC","05000US37019","brunswick-county-nc"
6,"Other",2017,"2017",39165,8063,"Buncombe County, NC","05000US37021","buncombe-county-nc"
6,"Other",2017,"2017",61301,17541,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
6,"Other",2017,"2017",17182,12116,"Caldwell County, NC","05000US37027","caldwell-county-nc"
6,"Other",2017,"2017",97860,82536,"Carteret County, NC","05000US37031","carteret-county-nc"
6,"Other",2017,"2017",38282,7602,"Catawba County, NC","05000US37035","catawba-county-nc"
6,"Other",2017,"2017",41669,33695,"Craven County, NC","05000US37049","craven-county-nc"
6,"Other",2017,"2017",35130,11734,"Cumberland County, NC","05000US37051","cumberland-county-nc"
6,"Other",2017,"2017",58880,31116,"Durham County, NC","05000US37063","durham-county-nc"
6,"Other",2017,"2017",37894,14905,"Forsyth County, NC","05000US37067","forsyth-county-nc"
6,"Other",2017,"2017",24298,2612,"Gaston County, NC","05000US37071","gaston-county-nc"
6,"Other",2017,"2017",28348,27509.000000000004,"Guilford County, NC","05000US37081","guilford-county-nc"
6,"Other",2017,"2017",39559,18167,"Harnett County, NC","05000US37085","harnett-county-nc"
6,"Other",2017,"2017",21644,8606,"Johnston County, NC","05000US37101","johnston-county-nc"
6,"Other",2017,"2017",38026,3094,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
6,"Other",2017,"2017",45515,29614.999999999996,"Moore County, NC","05000US37125","moore-county-nc"
6,"Other",2017,"2017",27892,14752.000000000002,"Nash County, NC","05000US37127","nash-county-nc"
6,"Other",2017,"2017",90091,70785,"Orange County, NC","05000US37135","orange-county-nc"
6,"Other",2017,"2017",15133,13214,"Pitt County, NC","05000US37147","pitt-county-nc"
6,"Other",2017,"2017",36471,11651,"Randolph County, NC","05000US37151","randolph-county-nc"
6,"Other",2017,"2017",29770,5143,"Robeson County, NC","05000US37155","robeson-county-nc"
6,"Other",2017,"2017",42315,18998,"Rockingham County, NC","05000US37157","rockingham-county-nc"
6,"Other",2017,"2017",41524,19665,"Surry County, NC","05000US37171","surry-county-nc"
6,"Other",2017,"2017",66122,59278.99999999999,"Union County, NC","05000US37179","union-county-nc"
6,"Other",2017,"2017",43094,6736,"Wake County, NC","05000US37183","wake-county-nc"
6,"Other",2017,"2017",40161,5335,"Wayne County, NC","05000US37191","wayne-county-nc"
6,"Other",2017,"2017",36550,20006,"Wilson County, NC","05000US37195","wilson-county-nc"
7,"Two Or More",2017,"2017",55508,40076,"Alamance County, NC","05000US37001","alamance-county-nc"
7,"Two Or More",2017,"2017",60753,13008,"Brunswick County, NC","05000US37019","brunswick-county-nc"
7,"Two Or More",2017,"2017",29589,14253.999999999998,"Burke County, NC","05000US37023","burke-county-nc"
7,"Two Or More",2017,"2017",40840,20382,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
7,"Two Or More",2017,"2017",57432,32927,"Caldwell County, NC","05000US37027","caldwell-county-nc"
7,"Two Or More",2017,"2017",90149,57453,"Catawba County, NC","05000US37035","catawba-county-nc"
7,"Two Or More",2017,"2017",18031,13154,"Cleveland County, NC","05000US37045","cleveland-county-nc"
7,"Two Or More",2017,"2017",66759,32735.999999999996,"Craven County, NC","05000US37049","craven-county-nc"
7,"Two Or More",2017,"2017",31397,5326,"Cumberland County, NC","05000US37051","cumberland-county-nc"
7,"Two Or More",2017,"2017",47467,5245,"Davidson County, NC","05000US37057","davidson-county-nc"
7,"Two Or More",2017,"2017",55102,15716,"Durham County, NC","05000US37063","durham-county-nc"
7,"Two Or More",2017,"2017",45449,18024,"Forsyth County, NC","05000US37067","forsyth-county-nc"
7,"Two Or More",2017,"2017",64375,29591,"Franklin County, NC","05000US37069","franklin-county-nc"
7,"Two Or More",2017,"2017",52224,27331.999999999996,"Gaston County, NC","05000US37071","gaston-county-nc"
7,"Two Or More",2017,"2017",45845,11475,"Guilford County, NC","05000US37081","guilford-county-nc"
7,"Two Or More",2017,"2017",44706,35922,"Harnett County, NC","05000US37085","harnett-county-nc"
7,"Two Or More",2017,"2017",71456,33824,"Iredell County, NC","05000US37097","iredell-county-nc"
7,"Two Or More",2017,"2017",58605,17171,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
7,"Two Or More",2017,"2017",28393,27456,"Moore County, NC","05000US37125","moore-county-nc"
7,"Two Or More",2017,"2017",45775,32045,"Nash County, NC","05000US37127","nash-county-nc"
7,"Two Or More",2017,"2017",21726,12218,"New Hanover County, NC","05000US37129","new-hanover-county-nc"
7,"Two Or More",2017,"2017",27384,24313,"Onslow County, NC","05000US37133","onslow-county-nc"
7,"Two Or More",2017,"2017",69789,15847,"Orange County, NC","05000US37135","orange-county-nc"
7,"Two Or More",2017,"2017",22457,19510,"Pitt County, NC","05000US37147","pitt-county-nc"
7,"Two Or More",2017,"2017",34193,33443,"Robeson County, NC","05000US37155","robeson-county-nc"
7,"Two Or More",2017,"2017",12306,7666,"Rowan County, NC","05000US37159","rowan-county-nc"
7,"Two Or More",2017,"2017",48996,22133,"Surry County, NC","05000US37171","surry-county-nc"
7,"Two Or More",2017,"2017",74802,33087,"Union County, NC","05000US37179","union-county-nc"
7,"Two Or More",2017,"2017",82249,18005,"Wake County, NC","05000US37183","wake-county-nc"
8,"White Non-Hispanic",2017,"2017",50732,4311,"Alamance County, NC","05000US37001","alamance-county-nc"
8,"White Non-Hispanic",2017,"2017",58293,3340,"Brunswick County, NC","05000US37019","brunswick-county-nc"
8,"White Non-Hispanic",2017,"2017",51187,2006.0000000000002,"Buncombe County, NC","05000US37021","buncombe-county-nc"
8,"White Non-Hispanic",2017,"2017",45356,6947,"Burke County, NC","05000US37023","burke-county-nc"
8,"White Non-Hispanic",2017,"2017",65151,4043,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
8,"White Non-Hispanic",2017,"2017",46939,4969,"Caldwell County, NC","05000US37027","caldwell-county-nc"
8,"White Non-Hispanic",2017,"2017",54762,3395.0000000000005,"Carteret County, NC","05000US37031","carteret-county-nc"
8,"White Non-Hispanic",2017,"2017",56337,4287,"Catawba County, NC","05000US37035","catawba-county-nc"
8,"White Non-Hispanic",2017,"2017",71217,10104,"Chatham County, NC","05000US37037","chatham-county-nc"
8,"White Non-Hispanic",2017,"2017",40589,4281,"Cleveland County, NC","05000US37045","cleveland-county-nc"
8,"White Non-Hispanic",2017,"2017",63047,5233,"Craven County, NC","05000US37049","craven-county-nc"
8,"White Non-Hispanic",2017,"2017",51099,3413,"Cumberland County, NC","05000US37051","cumberland-county-nc"
8,"White Non-Hispanic",2017,"2017",50738,2338,"Davidson County, NC","05000US37057","davidson-county-nc"
8,"White Non-Hispanic",2017,"2017",80403,5555,"Durham County, NC","05000US37063","durham-county-nc"
8,"White Non-Hispanic",2017,"2017",62390,3534,"Forsyth County, NC","05000US37067","forsyth-county-nc"
8,"White Non-Hispanic",2017,"2017",71906,6697,"Franklin County, NC","05000US37069","franklin-county-nc"
8,"White Non-Hispanic",2017,"2017",52720,3909,"Gaston County, NC","05000US37071","gaston-county-nc"
8,"White Non-Hispanic",2017,"2017",64231,2585,"Guilford County, NC","05000US37081","guilford-county-nc"
8,"White Non-Hispanic",2017,"2017",56451,4881,"Harnett County, NC","05000US37085","harnett-county-nc"
8,"White Non-Hispanic",2017,"2017",52691,3787,"Henderson County, NC","05000US37089","henderson-county-nc"
8,"White Non-Hispanic",2017,"2017",62286,3287,"Iredell County, NC","05000US37097","iredell-county-nc"
8,"White Non-Hispanic",2017,"2017",65359,5774,"Johnston County, NC","05000US37101","johnston-county-nc"
8,"White Non-Hispanic",2017,"2017",55470,5579,"Lincoln County, NC","05000US37109","lincoln-county-nc"
